first_name,last_name,gender,past_3_years_bike_related_purchases,cluster,DOB,age,age_categories,job_title,job_industry_category,wealth_segment,owns_car,tenure,address,postcode,state,property_valuation,Rank,Value
Inglebert,Aspinal,M,4,3,1973-10-13,47,40 to 50,Financial Analyst,Financial Services,Mass Customer,No,11,612 Annamark Center,2176,NSW,8,507,0.85
Jammal,Devenny,M,57,1,1999-05-14,21,20 to 30,Marketing Manager,Retail,High Net Worth,No,12,18 Sage Plaza,3152,VIC,9,507,0.85
Adriane,Richardson,F,81,2,1976-03-10,44,40 to 50,Data Coordiator,Manufacturing,High Net Worth,No,9,4 Randy Street,3070,VIC,8,513,0.8415
Jodi,Lermit,F,94,0,1954-01-30,66,60 to 70,Untitled,Health,Mass Customer,Yes,10,05 Corry Center,4021,QLD,2,513,0.8415
Emelia,Ackwood,F,72,1,1988-09-30,32,30 to 40,Senior Cost Accountant,Financial Services,Mass Customer,Yes,10,1 South Street,4183,QLD,9,515,0.839375
Andee,Huke,F,91,0,1971-06-28,49,40 to 50,Untitled,Manufacturing,Mass Customer,No,9,4810 Kim Park,3858,VIC,2,515,0.839375
Isa,Fominov,M,75,1,2001-06-21,19,Lessthan 20,Physical Therapy Assistant,Untitled,Mass Customer,Yes,5,80388 Ryan Place,2010,NSW,9,515,0.839375
Zabrina,Margram,F,87,2,1964-05-15,56,50 to 60,Untitled,Manufacturing,High Net Worth,Yes,11,1092 Kinsman Parkway,4053,QLD,8,515,0.839375
Maddalena,Angood,F,79,1,1999-07-28,21,20 to 30,Untitled,Manufacturing,Affluent Customer,No,12,1 Bluejay Court,2320,NSW,4,515,0.839375
Sofie,Worsfold,F,87,2,1954-10-06,66,60 to 70,Environmental Tech,Retail,Mass Customer,Yes,9,7 Maple Wood Plaza,4125,QLD,6,520,0.8375
Elmira,Vasilyev,F,33,3,1951-10-14,69,60 to 70,Senior Quality Engineer,Manufacturing,High Net Worth,No,12,12 Eastlawn Terrace,2007,NSW,9,520,0.8375
Free,Rowland,M,42,3,1956-05-17,64,60 to 70,Untitled,Untitled,Mass Customer,Yes,12,24929 Spaight Junction,3796,VIC,8,520,0.8375
Worthington,Cohane,M,60,1,1991-01-23,29,20 to 30,Chief Design Engineer,Entertainment,High Net Worth,No,2,846 Daystar Lane,2000,NSW,12,520,0.8375
Bailey,Bereford,M,44,3,1950-09-30,70,70 to 80,Senior Sales Associate,Argiculture,Affluent Customer,Yes,11,36 Golf Course Circle,2444,NSW,6,524,0.83671875
Perry,Whitehurst,M,79,2,1980-05-29,40,40 to 50,Structural Engineer,Manufacturing,High Net Worth,Yes,8,0 Nelson Crossing,3155,VIC,7,524,0.83671875
Antony,Tuma,M,11,3,1954-03-10,66,60 to 70,Environmental Tech,Telecommunications,High Net Worth,Yes,13,93264 Almo Plaza,3078,VIC,10,526,0.833
Corene,Hallgate,F,26,3,1964-11-06,56,50 to 60,Untitled,Financial Services,Mass Customer,Yes,14,2109 Shoshone Court,3103,VIC,12,526,0.833
Nico,Chadwick,M,97,2,1953-05-24,67,60 to 70,Research Assistant IV,Financial Services,Affluent Customer,No,13,355 Roxbury Lane,3190,VIC,8,526,0.833
Joline,Skipperbottom,F,59,2,1972-06-27,48,40 to 50,Desktop Support Technician,Untitled,High Net Worth,No,9,2 Warrior Crossing,2161,NSW,9,529,0.83
Ivy,Farr,F,56,2,1973-07-03,47,40 to 50,Office Assistant IV,IT,High Net Worth,No,19,08470 Kingsford Lane,2120,NSW,11,530,0.8287500000000001
Dallas,Lavalde,F,18,1,1998-12-19,22,20 to 30,Product Engineer,Untitled,Mass Customer,No,12,16898 Donald Plaza,2323,NSW,4,530,0.8287500000000001
Amabel,,F,71,2,1981-09-14,39,30 to 40,Chief Design Engineer,Financial Services,Mass Customer,Yes,9,3128 Mallory Pass,2144,NSW,6,530,0.8287500000000001
Hilario,McCulloch,M,61,1,1986-01-10,34,30 to 40,Physical Therapy Assistant,Retail,Mass Customer,No,8,799 Luster Road,3051,VIC,8,530,0.8287500000000001
Jim,Haddrell,M,55,0,1955-04-08,65,60 to 70,Associate Professor,Financial Services,Mass Customer,No,9,53 Dryden Trail,2358,NSW,3,530,0.8287500000000001
Jacobo,Mucklow,M,62,2,1952-12-04,68,60 to 70,Computer Systems Analyst I,Financial Services,High Net Worth,Yes,22,5512 Ronald Regan Hill,3122,VIC,8,530,0.8287500000000001
Gretel,Paschke,F,10,3,1956-05-29,64,60 to 70,Editor,Financial Services,Mass Customer,Yes,17,72 Melrose Street,4074,QLD,7,536,0.8250000000000001
Jethro,Mertel,M,16,3,1978-12-10,42,40 to 50,Software Consultant,Argiculture,Mass Customer,Yes,15,3460 Dapin Street,2262,NSW,6,536,0.8250000000000001
Dwain,Hatch,M,62,2,1994-11-16,26,20 to 30,Marketing Assistant,Health,Affluent Customer,No,15,5 Hovde Lane,3028,VIC,8,536,0.8250000000000001
Lucretia,D'Agostini,F,41,3,1978-12-14,42,40 to 50,Database Administrator III,Manufacturing,High Net Worth,No,15,4 Gale Center,3185,VIC,7,536,0.8250000000000001
Claude,Bowstead,F,37,1,1997-11-29,23,20 to 30,Accounting Assistant III,Manufacturing,Mass Customer,No,7,5263 Stone Corner Crossing,2217,NSW,12,536,0.8250000000000001
Donn,MacGregor,M,80,2,1965-04-22,55,50 to 60,Civil Engineer,Manufacturing,High Net Worth,No,5,0439 Mandrake Park,2046,NSW,10,536,0.8250000000000001
Laurel,Devennie,F,78,0,1976-09-25,44,40 to 50,VP Product Management,Manufacturing,Affluent Customer,No,13,069 Hoard Pass,4352,QLD,5,536,0.8250000000000001
Elvira,Darthe,F,10,3,1975-04-08,45,40 to 50,Accounting Assistant I,Financial Services,Affluent Customer,No,16,89 Green Ridge Point,2168,NSW,9,536,0.8250000000000001
Angie,Tansley,M,68,2,1950-11-30,70,70 to 80,VP Sales,Manufacturing,Mass Customer,No,8,8 Cardinal Junction,2444,NSW,7,544,0.8245
Terrence,Dalligan,M,60,1,1998-02-19,22,20 to 30,Chemical Engineer,Manufacturing,High Net Worth,Yes,2,240 Main Hill,3200,VIC,6,544,0.8245
Katy,Crooke,F,0,3,1977-06-30,43,40 to 50,Food Chemist,Health,Mass Customer,No,13,67081 Burrows Center,2111,NSW,12,546,0.8234374999999999
Sammy,Borsi,F,99,2,1972-04-27,48,40 to 50,Accountant III,Financial Services,Mass Customer,No,5,0 Kipling Way,2289,NSW,7,546,0.8234374999999999
Morganica,Ainsbury,F,37,3,1973-01-06,47,40 to 50,Senior Editor,Entertainment,High Net Worth,Yes,9,1 Raven Way,2151,NSW,10,546,0.8234374999999999
Nils,Champion,M,69,2,1984-07-06,36,30 to 40,Programmer III,Retail,Affluent Customer,No,13,261 Holy Cross Park,2750,NSW,9,549,0.82
Beverlee,Querree,F,42,3,1991-04-21,29,20 to 30,Marketing Manager,Financial Services,High Net Worth,Yes,12,891 Ohio Terrace,2075,NSW,12,549,0.82
Cami,Eitter,F,34,3,1979-01-03,41,40 to 50,Professor,Manufacturing,High Net Worth,Yes,11,1408 Hovde Circle,3081,VIC,9,551,0.818125
Reiko,Degenhardt,F,83,1,1976-01-16,44,40 to 50,Financial Analyst,Financial Services,High Net Worth,Yes,5,50897 Northfield Road,4280,QLD,6,552,0.816
Cord,Dunsmore,M,12,0,1999-04-21,21,20 to 30,Internal Auditor,Manufacturing,Mass Customer,Yes,13,596 Boyd Park,4301,QLD,3,552,0.816
Gabey,Kennicott,F,55,2,1958-05-14,62,60 to 70,Developer I,Financial Services,Affluent Customer,No,17,8 Fordem Place,2322,NSW,6,552,0.816
Jacqui,Devey,F,79,2,1995-10-01,25,20 to 30,Analyst Programmer,Financial Services,High Net Worth,Yes,13,656 Kennedy Crossing,2261,NSW,8,555,0.8125
Byrom,Ramas,M,23,1,1993-11-02,27,20 to 30,Help Desk Technician,Manufacturing,High Net Worth,No,12,2 Jackson Place,2528,NSW,7,555,0.8125
Worthington,Ahmed,M,79,0,1972-03-24,48,40 to 50,Senior Cost Accountant,Financial Services,High Net Worth,No,13,39408 Manufacturers Road,3335,VIC,3,555,0.8125
Chico,Dye,M,46,1,1994-02-04,26,20 to 30,Speech Pathologist,Manufacturing,High Net Worth,No,13,168 Schlimgen Center,2526,NSW,9,555,0.8125
Davidde,Cockroft,M,70,2,1947-04-21,73,70 to 80,Geological Engineer,Manufacturing,High Net Worth,No,8,8 Kim Avenue,2158,NSW,12,555,0.8125
Charlie,Dmych,M,60,2,1950-03-31,70,70 to 80,Account Coordinator,Manufacturing,High Net Worth,No,13,920 Cambridge Way,2263,NSW,6,555,0.8125
Donn,Chaney,M,15,0,1951-01-29,69,60 to 70,Research Assistant II,Untitled,Mass Customer,No,13,4 Schlimgen Trail,4701,QLD,3,561,0.81015625
Kamila,Parsonage,F,80,2,1954-03-08,66,60 to 70,Untitled,Property,Mass Customer,No,5,31 Mccormick Court,4131,QLD,8,562,0.81
Barth,Sapshed,M,4,3,1994-06-16,26,20 to 30,Executive Secretary,Financial Services,Mass Customer,Yes,13,65 Milwaukee Lane,4520,QLD,10,563,0.8075
Padriac,Collacombe,M,67,2,1967-04-07,53,50 to 60,Software Consultant,Health,Affluent Customer,No,13,76 Mendota Park,2090,NSW,10,563,0.8075
Olive,Mozzi,F,87,2,1955-07-06,65,60 to 70,Account Representative IV,Retail,Affluent Customer,Yes,20,26667 Rigney Place,2567,NSW,9,563,0.8075
Benedict,Rosas,M,73,2,1955-11-25,65,60 to 70,Actuary,Financial Services,High Net Worth,Yes,15,898 Muir Court,2142,NSW,6,563,0.8075
Virginia,De Antoni,F,17,3,1964-03-14,56,50 to 60,Executive Secretary,Telecommunications,High Net Worth,Yes,12,88093 Pierstorff Plaza,2030,NSW,10,563,0.8075
Nicolas,O'Donnell,M,40,3,1986-09-25,34,30 to 40,Internal Auditor,Untitled,Mass Customer,Yes,14,3319 Anthes Crossing,3177,VIC,7,568,0.8
Oswald,MacCarlich,M,81,0,1991-11-24,29,20 to 30,Assistant Media Planner,Entertainment,Mass Customer,No,14,16 Mosinee Place,4717,QLD,1,568,0.8
Ailyn,Howgate,F,66,1,2001-09-27,19,Lessthan 20,Electrical Engineer,Manufacturing,Mass Customer,Yes,2,197 Northport Plaza,4213,QLD,7,568,0.8
Karol,Salthouse,F,53,2,1968-07-29,52,50 to 60,Research Assistant III,Financial Services,Mass Customer,Yes,18,10236 Mifflin Avenue,2570,NSW,8,568,0.8
Esdras,Birchett,M,81,2,1950-12-09,70,70 to 80,Assistant Media Planner,Entertainment,Mass Customer,Yes,21,5287 Clarendon Plaza,2258,NSW,9,568,0.8
Wilfrid,Gertray,M,1,3,1942-08-23,78,70 to 80,Accounting Assistant I,Financial Services,Mass Customer,No,16,38407 Sutteridge Circle,2766,NSW,8,568,0.8
Charmain,Styles,F,49,3,1965-02-25,55,50 to 60,Programmer Analyst I,Property,High Net Worth,Yes,18,423 Holy Cross Lane,3029,VIC,7,574,0.7989999999999999
Kirsteni,Gritskov,F,66,1,1998-05-12,22,20 to 30,Untitled,Untitled,Mass Customer,No,4,743 Stuart Terrace,2560,NSW,7,575,0.796875
Bobby,Summersby,M,90,0,1943-10-27,77,70 to 80,Sales Associate,Financial Services,Affluent Customer,No,7,1478 Oak Valley Park,3350,VIC,2,575,0.796875
Shepherd,Dutchburn,M,33,3,1976-08-12,44,40 to 50,Senior Sales Associate,Financial Services,High Net Worth,Yes,9,8970 Anhalt Junction,2160,NSW,9,575,0.796875
Berenice,Kaesmakers,F,64,1,1994-10-15,26,20 to 30,Sales Representative,Retail,Mass Customer,No,11,563 Waywood Park,2145,NSW,9,575,0.796875
Jesse,Crosio,M,75,2,1994-04-15,26,20 to 30,Data Coordiator,Untitled,Mass Customer,Yes,13,9313 Mayer Street,3133,VIC,8,575,0.796875
Cordi,Thornton,F,47,3,1973-01-04,47,40 to 50,Structural Engineer,Telecommunications,Mass Customer,No,11,2978 Mccormick Center,2028,NSW,10,575,0.796875
Debbie,Tillman,F,3,3,1990-07-06,30,30 to 40,Account Coordinator,Manufacturing,High Net Worth,Yes,13,527 Jay Trail,4551,QLD,8,582,0.79
Judie,Pirkis,F,2,1,1995-07-18,25,20 to 30,Recruiter,Untitled,Affluent Customer,Yes,4,6 Loftsgordon Pass,2111,NSW,11,583,0.7875
Flin,Yoskowitz,M,9,1,1995-12-17,25,20 to 30,Registered Nurse,Health,Mass Customer,Yes,11,9940 Manley Drive,2574,NSW,7,583,0.7875
Noel,Sturch,F,26,0,1951-10-28,69,60 to 70,Environmental Specialist,Health,Mass Customer,No,10,0736 West Crossing,3585,VIC,1,583,0.7875
Letizia,Poore,F,27,0,1938-08-30,82,Above 80,Web Developer II,Manufacturing,Affluent Customer,No,15,95796 Mcbride Drive,3677,VIC,3,583,0.7875
Raynard,,M,32,0,1996-04-13,24,20 to 30,Statistician III,Health,Affluent Customer,No,14,20187 Loomis Court,4132,QLD,6,587,0.78625
Kiley,Grunder,M,95,1,1994-04-17,26,20 to 30,Cost Accountant,Financial Services,Affluent Customer,Yes,1,17393 Colorado Hill,4006,QLD,8,587,0.78625
Ethelred,Sissel,M,83,2,1974-12-25,46,40 to 50,Programmer Analyst IV,Health,High Net Worth,No,18,65 Rutledge Parkway,2539,NSW,8,587,0.78625
Dena,Pabst,F,39,3,1987-04-20,33,30 to 40,Account Executive,Manufacturing,High Net Worth,Yes,17,02023 Loeprich Drive,3037,VIC,7,590,0.7835937499999999
Wyndham,Woolford,M,1,3,1979-10-22,41,40 to 50,Engineer IV,Manufacturing,Mass Customer,No,10,9107 Pine View Plaza,3977,VIC,6,591,0.782
Rochette,Haddacks,F,44,1,1996-05-10,24,20 to 30,Tax Accountant,Retail,Affluent Customer,Yes,13,822 Di Loreto Junction,3020,VIC,8,591,0.782
Jamal,Dudgeon,M,83,0,1965-02-09,55,50 to 60,Mechanical Systems Engineer,Financial Services,Mass Customer,No,7,2712 Namekagon Crossing,3029,VIC,5,591,0.782
Levin,Coxen,M,13,3,1955-10-22,65,60 to 70,Accountant I,Property,Mass Customer,No,20,32 Hazelcrest Court,2753,NSW,8,594,0.78125
Marinna,Kauschke,F,21,0,1973-03-15,47,40 to 50,Sales Associate,Financial Services,Affluent Customer,Yes,8,9 Forster Circle,3174,VIC,3,595,0.775625
Kyle,Michie,F,6,3,1958-07-19,62,60 to 70,Nurse Practicioner,Untitled,Mass Customer,Yes,10,07226 Anzinger Avenue,3032,VIC,8,595,0.775625
Lanie,Cobbold,M,57,0,1978-12-31,42,40 to 50,Senior Sales Associate,Untitled,Mass Customer,Yes,9,936 Porter Lane,2323,NSW,5,595,0.775625
Gilbert,O'Fallone,M,29,1,1994-11-07,26,20 to 30,Assistant Media Planner,Entertainment,High Net Worth,No,1,6 Havey Pass,2126,NSW,11,595,0.775625
Esther,McOnie,F,59,2,1939-05-26,81,Above 80,Legal Assistant,Untitled,Mass Customer,No,14,844 Forster Place,2096,NSW,12,599,0.775
Chaim,Kingdon,M,63,2,1996-01-21,24,20 to 30,Compensation Analyst,Financial Services,Affluent Customer,Yes,15,42590 Bellgrove Court,2097,NSW,9,599,0.775
Anson,Dearnaly,M,68,1,1997-06-29,23,20 to 30,Data Coordiator,Health,Affluent Customer,Yes,11,6060 Veith Crossing,2103,NSW,11,602,0.7735
Caitrin,Critten,F,45,0,1973-01-29,47,40 to 50,Director of Sales,Manufacturing,Mass Customer,Yes,10,25 Lakeland Point,4113,QLD,7,603,0.7703125
Garreth,Minett,M,93,2,1961-05-23,59,50 to 60,Physical Therapy Assistant,Untitled,Affluent Customer,Yes,10,21667 Randy Crossing,3163,VIC,7,604,0.765
Rozamond,Sommer,F,27,3,1966-09-19,54,50 to 60,Operator,IT,Affluent Customer,Yes,12,608 Dapin Court,3129,VIC,10,604,0.765
Annabell,Downer,F,33,3,1955-11-25,65,60 to 70,Budget/Accounting Analyst II,Untitled,Affluent Customer,No,20,8738 Lukken Terrace,2763,NSW,9,606,0.7649999999999999
Maximilian,Geffen,M,96,2,1955-07-13,65,60 to 70,Automation Specialist III,Manufacturing,Mass Customer,Yes,20,8634 Wayridge Pass,2750,NSW,8,606,0.7649999999999999
Ajay,Worham,F,80,2,1979-09-30,41,40 to 50,Computer Systems Analyst I,Manufacturing,Mass Customer,Yes,12,5 Homewood Road,2800,NSW,6,606,0.7649999999999999
Jamison,Cashin,M,70,2,1970-05-19,50,50 to 60,VP Product Management,Health,Mass Customer,Yes,5,7 Dunning Avenue,2477,NSW,8,609,0.7625
Dorian,Emery,F,94,1,1998-08-24,22,20 to 30,Professor,Manufacturing,Mass Customer,Yes,9,67 Beilfuss Plaza,2168,NSW,8,609,0.7625
Nicol,Swinford,M,65,2,1976-12-07,44,40 to 50,VP Marketing,Property,High Net Worth,No,16,976 Roxbury Alley,4157,QLD,7,609,0.7625
Agna,Cowpe,F,88,0,1969-03-05,51,50 to 60,Untitled,Property,Mass Customer,Yes,7,2 Main Lane,4114,QLD,3,612,0.7570312499999999
Nev,Prosh,M,29,3,1950-05-08,70,70 to 80,Environmental Tech,Health,Affluent Customer,Yes,17,6115 Forest Crossing,2148,NSW,8,612,0.7570312499999999
Lucius,Hatchell,M,37,3,1951-03-19,69,60 to 70,Media Manager II,Retail,Mass Customer,Yes,14,432 Ronald Regan Court,3782,VIC,8,612,0.7570312499999999
Francisca,Pottage,F,63,2,1957-06-10,63,60 to 70,Software Engineer II,IT,Mass Customer,No,8,8600 Forster Lane,2177,NSW,9,615,0.7565
Farlie,Brookz,M,62,2,1963-07-31,57,50 to 60,Administrative Assistant I,Health,Mass Customer,Yes,6,6692 Independence Way,2070,NSW,12,615,0.7565
Mariette,,F,47,3,1956-07-05,64,60 to 70,Programmer II,Property,Affluent Customer,Yes,17,770 Farmco Point,2049,NSW,11,617,0.7543749999999999
Beverlee,Ungerechts,F,49,0,1973-10-03,47,40 to 50,Civil Engineer,Manufacturing,Mass Customer,No,8,602 Toban Center,4020,QLD,7,617,0.7543749999999999
Nanni,Girodias,F,61,2,1959-01-08,61,60 to 70,Untitled,Retail,High Net Worth,No,16,74 Shopko Pass,2161,NSW,9,617,0.7543749999999999
Delcina,Hursey,F,22,0,1968-12-26,52,50 to 60,Untitled,Financial Services,Mass Customer,Yes,7,804 Washington Point,4132,QLD,4,620,0.75
Lek,Pimblett,M,88,0,1955-09-29,65,60 to 70,Product Engineer,Financial Services,Mass Customer,Yes,6,97 Merrick Center,2460,NSW,2,620,0.75
Kellyann,Adshad,F,62,2,1940-06-07,80,Above 80,Untitled,Untitled,Mass Customer,Yes,22,29 Tennyson Alley,2161,NSW,9,620,0.75
Ewell,Paulusch,M,31,1,1998-01-15,22,20 to 30,Engineer I,Manufacturing,Mass Customer,Yes,8,8194 Lien Street,4032,QLD,7,620,0.75
Madison,Lars,M,11,3,1967-01-19,53,50 to 60,Health Coach III,Health,Mass Customer,No,19,9503 New Castle Street,4500,QLD,9,620,0.75
Ardis,Taree,F,97,2,1960-04-12,60,60 to 70,Chemical Engineer,Manufacturing,Affluent Customer,Yes,5,0 Emmet Trail,4128,QLD,9,625,0.748
Wheeler,Godsil,M,51,1,1993-09-20,27,20 to 30,Geologist IV,Manufacturing,Affluent Customer,Yes,6,7 Spaight Drive,2147,NSW,9,626,0.74375
Marissa,O'Scandall,F,17,3,1973-07-13,47,40 to 50,Untitled,Untitled,Affluent Customer,Yes,7,45000 Randy Court,3199,VIC,7,626,0.74375
Terrel,Keynd,M,30,3,1961-04-20,59,50 to 60,Junior Executive,Manufacturing,Mass Customer,No,9,65 David Pass,4221,QLD,7,626,0.74375
Augie,Swallwell,M,42,0,1939-08-22,81,Above 80,Untitled,Property,Affluent Customer,Yes,13,7 Golden Leaf Avenue,2400,NSW,2,626,0.74375
Dillon,Bannister,M,7,3,1945-12-24,75,70 to 80,Tax Accountant,Untitled,Mass Customer,No,11,43 Dayton Drive,2062,NSW,9,626,0.74375
Osbourn,Gherardini,M,43,3,1987-05-01,33,30 to 40,Untitled,Untitled,High Net Worth,Yes,16,5 Dryden Road,2782,NSW,7,626,0.74375
Lissa,Gawn,F,86,0,1962-09-21,58,50 to 60,Legal Assistant,Health,Mass Customer,Yes,17,14183 Iowa Center,4503,QLD,5,632,0.74
Leisha,McConway,F,3,3,1975-10-31,45,40 to 50,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,13,95 Del Mar Court,3175,VIC,8,632,0.74
Kearney,Cuddehy,M,88,1,1997-05-18,23,20 to 30,Marketing Assistant,Retail,Mass Customer,No,12,98 Shoshone Road,4207,QLD,6,634,0.7394999999999999
Shellysheldon,Bichard,M,96,2,1954-01-06,66,60 to 70,Desktop Support Technician,Financial Services,Mass Customer,Yes,16,7199 Springview Parkway,4503,QLD,5,634,0.7394999999999999
Reinhard,Oscroft,M,23,0,1950-03-18,70,70 to 80,Pharmacist,Health,High Net Worth,No,18,045 Magdeline Court,3690,VIC,1,634,0.7394999999999999
Menard,Venmore,M,97,2,1978-04-04,42,40 to 50,Assistant Professor,Retail,High Net Worth,No,8,5 Hoard Trail,2197,NSW,10,637,0.7374999999999999
Andree,Breeds,F,31,3,1954-10-19,66,60 to 70,Senior Editor,Financial Services,Affluent Customer,Yes,11,93 Scofield Pass,3152,VIC,6,637,0.7374999999999999
Kata,Harrop,F,70,2,1950-05-04,70,70 to 80,Untitled,Retail,Affluent Customer,Yes,13,2 Ridgeway Avenue,2196,NSW,10,637,0.7374999999999999
Pierrette,Gummie,F,18,3,1966-08-04,54,50 to 60,Statistician II,Retail,Affluent Customer,No,14,29 Maple Trail,3143,VIC,8,637,0.7374999999999999
Nady,Withinshaw,F,96,2,1968-02-17,52,50 to 60,Database Administrator III,Untitled,High Net Worth,No,8,7 Brentwood Circle,4000,QLD,7,641,0.7343749999999999
Demott,Mullaly,M,42,3,1982-12-15,38,30 to 40,Help Desk Operator,Property,Mass Customer,No,13,28 Hazelcrest Drive,2525,NSW,8,642,0.7331249999999999
Wendye,Kleinplatz,F,48,0,1996-05-28,24,20 to 30,Executive Secretary,Manufacturing,Affluent Customer,No,14,01 Reindahl Circle,4132,QLD,3,643,0.731
Irvin,Bevans,M,82,2,1962-07-12,58,50 to 60,Payment Adjustment Coordinator,Manufacturing,Mass Customer,No,12,5880 Hauk Street,2046,NSW,11,644,0.73046875
Madella,Marquiss,F,51,2,1976-10-08,44,40 to 50,VP Marketing,Untitled,Affluent Customer,No,18,0 Larry Park,3175,VIC,8,644,0.73046875
Austine,Speedy,F,38,3,1940-05-23,80,Above 80,Software Engineer II,Argiculture,High Net Worth,Yes,14,69 Sunfield Terrace,2558,NSW,8,646,0.73
Wolf,Craft,M,93,1,1995-07-19,25,20 to 30,Database Administrator III,Retail,Affluent Customer,Yes,5,7513 Swallow Drive,2148,NSW,9,646,0.73
Aldin,Newsome,M,24,3,1981-07-06,39,30 to 40,Financial Analyst,Financial Services,Mass Customer,No,17,058 Morningstar Center,2127,NSW,9,648,0.725
Sindee,Jasik,F,18,3,1942-10-21,78,70 to 80,Social Worker,Health,Mass Customer,Yes,15,0689 Melby Park,4030,QLD,9,648,0.725
Truman,Arlett,M,58,0,1958-06-25,62,60 to 70,Technical Writer,Manufacturing,High Net Worth,Yes,16,3 Spohn Circle,2477,NSW,5,648,0.725
Gordon,Rewan,M,42,1,1988-01-07,32,30 to 40,Chief Design Engineer,Untitled,Mass Customer,No,5,91 Calypso Trail,2750,NSW,8,651,0.7225
Israel,Brough,M,29,3,1976-10-29,44,40 to 50,Untitled,Untitled,Mass Customer,Yes,8,43863 Victoria Lane,2281,NSW,7,651,0.7225
Leticia,Hovenden,F,98,1,1997-04-03,23,20 to 30,Mechanical Systems Engineer,Retail,Mass Customer,Yes,1,54782 Lake View Parkway,3178,VIC,9,653,0.7187500000000001
Caritta,Compston,F,86,2,1958-04-25,62,60 to 70,Geological Engineer,Manufacturing,Mass Customer,Yes,17,48971 Marquette Point,3976,VIC,5,653,0.7187500000000001
Annabelle,Hanwell,F,11,3,1951-11-28,69,60 to 70,Professor,Manufacturing,High Net Worth,Yes,15,99 Sherman Parkway,3083,VIC,12,655,0.7171875
Darryl,Hovee,F,2,3,1944-04-28,76,70 to 80,Professor,Financial Services,Mass Customer,Yes,19,381 Emmet Terrace,2047,NSW,12,655,0.7171875
Orly,Nesbitt,F,6,3,1985-03-25,35,30 to 40,Analyst Programmer,Manufacturing,High Net Worth,Yes,14,7 Beilfuss Road,3163,VIC,6,657,0.7140000000000001
Margette,Gibard,F,34,3,1942-07-06,78,70 to 80,Untitled,Manufacturing,Affluent Customer,Yes,9,37068 Montana Street,2011,NSW,7,658,0.7124999999999999
Nicol,Bertot,F,25,0,1977-09-11,43,40 to 50,Financial Advisor,Financial Services,Affluent Customer,Yes,18,7 Elgar Hill,3060,VIC,5,658,0.7124999999999999
Nobe,Trowsdale,M,12,0,1968-07-12,52,50 to 60,Community Outreach Specialist,Financial Services,Mass Customer,No,16,36506 Bartillon Point,3816,VIC,3,658,0.7124999999999999
Stephen,Tittershill,M,73,1,1991-12-21,29,20 to 30,Nurse Practicioner,Financial Services,High Net Worth,No,6,8 Scott Drive,3150,VIC,11,658,0.7124999999999999
Giselbert,Pickring,M,94,2,1959-07-28,61,60 to 70,Tax Accountant,Manufacturing,Affluent Customer,Yes,20,653 2nd Park,2766,NSW,8,662,0.711875
Shane,Diss,F,50,3,1980-10-29,40,40 to 50,Untitled,Financial Services,High Net Worth,Yes,16,22 Shelley Plaza,3198,VIC,8,662,0.711875
Lisette,Davers,F,59,2,1940-10-26,80,Above 80,Developer III,Health,High Net Worth,No,17,504 Stuart Pass,2130,NSW,11,662,0.711875
Kippar,Whyatt,M,13,3,1960-01-21,60,60 to 70,Untitled,Property,Mass Customer,No,10,264 Valley Edge Pass,2259,NSW,7,666,0.71
Xenia,Maleck,F,41,3,1960-02-14,60,60 to 70,VP Product Management,Telecommunications,Mass Customer,No,12,5 Southridge Hill,3029,VIC,7,666,0.71
Essie,Withur,F,42,3,1941-02-26,79,70 to 80,Director of Sales,Financial Services,High Net Worth,No,19,539 Graceland Pass,3444,VIC,7,668,0.7054999999999999
Cecil,Gant,M,52,2,1976-07-16,44,40 to 50,Untitled,Untitled,High Net Worth,Yes,9,22435 Barnett Court,2145,NSW,8,668,0.7054999999999999
Lillis,Eshmade,F,50,0,1974-10-12,46,40 to 50,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,22,46057 Harbort Hill,4304,QLD,2,668,0.7054999999999999
Ted,Izacenko,M,3,3,1959-08-01,61,60 to 70,Librarian,Entertainment,High Net Worth,No,9,2 Shasta Place,3130,VIC,10,668,0.7054999999999999
Nixie,Shoesmith,F,45,0,1956-12-04,64,60 to 70,Junior Executive,Retail,Affluent Customer,No,12,77608 Donald Center,4516,QLD,6,672,0.7039062500000001
Briana,Trill,F,5,3,1944-03-18,76,70 to 80,Health Coach III,Health,High Net Worth,No,11,0433 La Follette Road,2137,NSW,11,672,0.7039062500000001
Cobbie,Bruyett,M,20,3,1956-03-19,64,60 to 70,Associate Professor,Untitled,Mass Customer,Yes,20,8593 Prairie Rose Way,2500,NSW,8,674,0.703125
Wrennie,Dwelly,F,23,3,1940-03-11,80,Above 80,Operator,Manufacturing,Mass Customer,No,18,179 Carey Terrace,3020,VIC,9,674,0.703125
Sibylla,Kibble,F,73,2,1962-08-05,58,50 to 60,Pharmacist,Health,High Net Worth,No,12,3 Ruskin Hill,2122,NSW,9,676,0.70125
Kariotta,Naper,F,8,3,1952-04-07,68,60 to 70,VP Sales,Health,Mass Customer,No,21,87 Crescent Oaks Alley,2756,NSW,10,676,0.70125
Wylie,Huntingdon,M,99,2,1966-08-11,54,50 to 60,VP Quality Control,Financial Services,Mass Customer,No,15,08822 Duke Road,2763,NSW,8,676,0.70125
